class,tf,side,rule,n_assets,years,edge_dsharpe,fold_sd,edge_t,n_folds_scored,exposure,fold_coverage,edge_vs_random,edge_vs_constant,edge_wealth,edge_headroom,sharpe,bench_sharpe,max_dd,bench_max_dd,profit_factor,trades_per_asset,expectancy,win_rate,avg_win,avg_loss,expectancy_r,roi,roi_ann,roe_ann,bench_roi,avg_pnl_per_asset,avg_bench_pnl_per_asset,wealth,bench_wealth,breadth,long_frac,short_frac,turnover_yr,max_leverage,noise_ceiling,n_trials,edge_gate_dsharpe,edge_gate_t,edge_gate_vs_random,edge_gate_vs_constant,edge_gate_wealth,edge_gate_headroom,edge_passed,edge_n,edge_powered,edge_rankable,edge_verdict,above_ceiling
crypto,5m,short,CDL2CROWS,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDL3BLACKCROWS,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLADVANCEBLOCK,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLDARKCLOUDCOVER,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLEVENINGDOJISTAR,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLEVENINGSTAR,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLIDENTICAL3CROWS,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLINNECK,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLONNECK,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
crypto,5m,short,CDLSHOOTINGSTAR,20,3.429658268290769,-0.8246455541666667,1.2424203280726012,-1.3274823914801213,4,1.0,1.0,0.0,0.0,-12377.303941648159,0.0,-0.567182380475454,0.5228396897266194,-0.9565576725425158,-0.7890730334690031,0.0,1.0,-0.8885363814204429,0.0,0.0,0.8885363814204429,-1.0,-0.888536381420463,-0.492449794433827,-0.49244979443382253,0.3592540968896206,-7963.8537871796,6689.013890882079,1114.6361857953696,13592.540968896206,0.15,0.0,1.0,0.0,1.0,1.7520702456948671,416,False,False,True,True,False,False,2,6,False,True,underpowered,False
